phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/delta_pos_x,mask/delta_pos_x_den,loss/delta_pos_y,mask/delta_pos_y_den,loss/delta_pos_z,mask/delta_pos_z_den,loss/delta_rot_x,mask/delta_rot_x_den,loss/delta_rot_y,mask/delta_rot_y_den,loss/delta_rot_z,mask/delta_rot_z_den,ws_acc,ws_precision,ws_recall,ws_f1,delta_pos_x_mae,delta_pos_x_rmse,delta_pos_y_mae,delta_pos_y_rmse,delta_pos_z_mae,delta_pos_z_rmse,delta_rot_x_mae,delta_rot_x_rmse,delta_rot_y_mae,delta_rot_y_rmse,delta_rot_z_mae,delta_rot_z_rmse
train,64000,200000,0.0001,-1.9224858283996582,0.5035293698310852,0.5035293698310852,-1.9224858283996582,0.23257720470428467,0.001587018952704966,16.0,0.005879558622837067,16.0,0.004852914251387119,16.0,0.08546565473079681,16.0,0.09043560177087784,16.0,0.08273140341043472,16.0,,,,,,,,,,,,,,,,
train,65000,200000,0.0001,-2.1024389266967773,0.32357609272003174,0.32357609272003174,-2.1024389266967773,0.058731559664011,0.0046203723177313805,14.0,0.0027181818149983883,14.0,0.0042799715884029865,14.0,0.11893868446350098,14.0,0.07726281881332397,14.0,0.05702449753880501,14.0,,,,,,,,,,,,,,,,
val,65000,200000,,-1.910952028632164,0.5150631069857627,0.5150631069857627,-1.910952028632164,0.18686138753080742,0.0032493354644429926,4.95000000005,0.003906403475048137,4.95000000005,0.003884087815786188,4.95000000005,0.10316231090866496,4.95000000005,0.10900692649243865,4.95000000005,0.10499265676960931,4.95000000005,0.93,0.8856382978723404,0.9891089108910891,0.9345182413470533,0.013367793578278235,0.018114432141029403,0.014602561491174679,0.01970562688419171,0.014925080353883331,0.01986268628217572,0.12713564493589932,0.2081697088940809,0.13419846553694117,0.2249282630772519,0.13109822414363875,0.20603117888685105
train,66000,200000,0.0001,-1.7438157796859741,0.6821994185447693,0.6821994185447693,-1.7438157796859741,0.3966468870639801,0.0012942125322297215,15.0,0.0022492699790745974,15.0,0.0031299919355660677,15.0,0.07805945724248886,15.0,0.08987986296415329,15.0,0.11093974858522415,15.0,,,,,,,,,,,,,,,,
train,67000,200000,0.0001,-1.763061761856079,0.6629533171653748,0.6629533171653748,-1.763061761856079,0.39107275009155273,0.0019012499833479524,14.0,0.005669319070875645,14.0,0.0037443290930241346,14.0,0.09371284395456314,14.0,0.09789689630270004,14.0,0.06895596534013748,14.0,,,,,,,,,,,,,,,,
train,68000,200000,0.0001,-1.8555335998535156,0.570481538772583,0.570481538772583,-1.8555335998535156,0.18730521202087402,0.005223531275987625,14.0,0.0036015775986015797,14.0,0.005061774514615536,14.0,0.09182853996753693,14.0,0.1962118148803711,14.0,0.08124908059835434,14.0,,,,,,,,,,,,,,,,
train,69000,200000,0.0001,-2.111706018447876,0.31430914998054504,0.31430914998054504,-2.111706018447876,0.09929034113883972,0.00472945487126708,15.0,0.002823971677571535,15.0,0.0028331251814961433,15.0,0.08481886982917786,15.0,0.06700622290372849,15.0,0.05280715227127075,15.0,,,,,,,,,,,,,,,,
train,70000,200000,0.0001,-1.7586805820465088,0.6673344969749451,0.6673344969749451,-1.7586805820465088,0.3052319288253784,0.004872351419180632,15.0,0.005679433699697256,15.0,0.0039784349501132965,15.0,0.138386532664299,15.0,0.12014786154031754,15.0,0.08903796225786209,15.0,,,,,,,,,,,,,,,,
val,70000,200000,,-1.888154566884041,0.5378605697955936,0.5378605697955936,-1.888154566884041,0.20579969746177085,0.003074193156826368,4.95000000005,0.003569739708509587,4.95000000005,0.003917531316692475,4.95000000005,0.10582547381985932,4.95000000005,0.10762366296257823,4.95000000005,0.10805027052760124,4.95000000005,0.917,0.8701754385964913,0.9821782178217822,0.9227906976744186,0.013453826635154058,0.017880631664297795,0.014249757698012722,0.0190047882140904,0.014939805219006359,0.02014965038708981,0.12716833921243445,0.19015606184333547,0.12749234101913795,0.19174090269648178,0.1326534301870399,0.20816926447543702
train,71000,200000,0.0001,-1.8608449697494507,0.5651700496673584,0.5651700496673584,-1.8608449697494507,0.05713803693652153,0.0053475163877010345,23.0,0.003131847595795989,23.0,0.004248512908816338,23.0,0.16940540075302124,23.0,0.2100304663181305,23.0,0.11586827784776688,23.0,,,,,,,,,,,,,,,,
train,72000,200000,0.0001,-2.1118674278259277,0.3141479194164276,0.3141479194164276,-2.1118674278259277,0.08465824276208878,0.004719149321317673,22.0,0.003257039003074169,22.0,0.004045333247631788,22.0,0.08454541116952896,22.0,0.07692982256412506,22.0,0.05599292367696762,22.0,,,,,,,,,,,,,,,,
train,73000,200000,0.0001,-1.7345997095108032,0.6914154887199402,0.6914154887199402,-1.7345997095108032,0.29790037870407104,0.003411347046494484,17.0,0.001553643960505724,17.0,0.002985124010592699,17.0,0.1087232232093811,17.0,0.12759004533290863,17.0,0.14925169944763184,17.0,,,,,,,,,,,,,,,,
train,74000,200000,0.0001,-2.1274917125701904,0.2985233664512634,0.2985233664512634,-2.1274917125701904,0.08826086670160294,0.006745228078216314,10.0,0.002318863058462739,10.0,0.00575618539005518,10.0,0.06638500839471817,10.0,0.07398169487714767,10.0,0.05507552623748779,10.0,,,,,,,,,,,,,,,,
train,75000,200000,0.0001,-1.7771623134613037,0.6488526463508606,0.6488526463508606,-1.7771623134613037,0.27185988426208496,0.0018409990007057786,19.0,0.008060509338974953,19.0,0.004154874477535486,19.0,0.11063259840011597,19.0,0.124141164124012,19.0,0.12816260755062103,19.0,,,,,,,,,,,,,,,,
val,75000,200000,,-1.90031662940979,0.5256985276937485,0.5256985276937485,-1.90031662940979,0.20308446881070266,0.003554464442540848,4.95000000005,0.0033668399789894467,4.95000000005,0.003756542327319039,4.95000000005,0.10072990357410162,4.95000000005,0.10835446829889861,4.95000000005,0.10285183885367587,4.95000000005,0.911,0.8649122807017544,0.9762376237623762,0.9172093023255814,0.014266288437118585,0.018990051621319223,0.01373586802451749,0.01902829542734748,0.01474547401456294,0.019886554264271154,0.12696505441810146,0.1935206226246047,0.1307520815255967,0.2137632127009888,0.1276021287372016,0.21207424350155668
train,76000,200000,0.0001,-1.8718793392181396,0.5541357398033142,0.5541357398033142,-1.8718793392181396,0.18100574612617493,0.007314042188227177,16.0,0.003915906418114901,16.0,0.004691882990300655,16.0,0.08985050022602081,16.0,0.17179104685783386,16.0,0.09556660056114197,16.0,,,,,,,,,,,,,,,,
train,77000,200000,0.0001,-1.8478167057037354,0.5781983733177185,0.5781983733177185,-1.8478167057037354,0.39290907979011536,0.003198961028829217,14.0,0.004963963758200407,14.0,0.005103541072458029,14.0,0.05727674439549446,14.0,0.08079953491687775,14.0,0.03394656255841255,14.0,,,,,,,,,,,,,,,,
train,78000,200000,0.0001,-1.942916750907898,0.4830983579158783,0.4830983579158783,-1.942916750907898,0.168040931224823,0.003467960748821497,17.0,0.007211550138890743,17.0,0.00414419686421752,17.0,0.12206877022981644,17.0,0.08336126059293747,17.0,0.09480369836091995,17.0,,,,,,,,,,,,,,,,
train,79000,200000,0.0001,-2.0920088291168213,0.3340064287185669,0.3340064287185669,-2.0920088291168213,0.08663464337587357,0.002993751550093293,17.0,0.0023129030596464872,17.0,0.0029484236147254705,17.0,0.0422704741358757,17.0,0.12705551087856293,17.0,0.06979072839021683,17.0,,,,,,,,,,,,,,,,
train,80000,200000,0.0001,-1.7419328689575195,0.6840824484825134,0.6840824484825134,-1.7419328689575195,0.33767640590667725,0.008666398003697395,16.0,0.0046723149716854095,16.0,0.005527956411242485,16.0,0.1001930981874466,16.0,0.10337893664836884,16.0,0.12396734952926636,16.0,,,,,,,,,,,,,,,,
val,80000,200000,,-1.8944010365009307,0.5316141049424187,0.5316141049424187,-1.8944010365009307,0.1963270946688135,0.003919355725120113,4.95000000005,0.0030695297535203283,4.95000000005,0.00330948441284022,4.95000000005,0.1078091221419163,4.95000000005,0.10531125577050261,4.95000000005,0.11186826457618736,4.95000000005,0.923,0.8842010771992819,0.9752475247524752,0.9274952919020716,0.01492000324933818,0.019908614365781983,0.013158004276567336,0.01782010870315144,0.013829664634587714,0.018295087937468774,0.13182466730400166,0.2154476913528783,0.12690916830542112,0.20706210625173868,0.13179781527982817,0.19968890014662716
train,81000,200000,0.0001,-1.7777700424194336,0.648245096206665,0.648245096206665,-1.7777700424194336,0.31533610820770264,0.002231802325695753,13.0,0.006122932769358158,13.0,0.006980885751545429,13.0,0.13382822275161743,13.0,0.10766401886940002,13.0,0.07608111202716827,13.0,,,,,,,,,,,,,,,,
train,82000,200000,0.0001,-1.9902437925338745,0.43577122688293457,0.43577122688293457,-1.9902437925338745,0.15485261380672455,0.0035879916977137327,16.0,0.0021056451369076967,16.0,0.0043454403057694435,16.0,0.10106322914361954,16.0,0.08816859126091003,16.0,0.08164770901203156,16.0,,,,,,,,,,,,,,,,
train,83000,200000,0.0001,-1.7638171911239624,0.662198007106781,0.662198007106781,-1.7638171911239624,0.30737853050231934,0.004005621187388897,19.0,0.004354035947471857,19.0,0.004284211900085211,19.0,0.10211744904518127,19.0,0.1275479644536972,19.0,0.11251022666692734,19.0,,,,,,,,,,,,,,,,
train,84000,200000,0.0001,-2.2127912044525146,0.21322382986545563,0.21322382986545563,-2.2127912044525146,0.019987577572464943,0.0032751134131103754,17.0,0.0017151249339804053,17.0,0.004972207359969616,17.0,0.05122804641723633,17.0,0.05683550238609314,17.0,0.07521025836467743,17.0,,,,,,,,,,,,,,,,
train,85000,200000,0.0001,-1.9102834463119507,0.5157315731048584,0.5157315731048584,-1.9102834463119507,0.20407645404338837,0.0012711177114397287,18.0,0.003062714356929064,18.0,0.005001014098525047,18.0,0.08362653106451035,18.0,0.11015329509973526,18.0,0.10854048281908035,18.0,,,,,,,,,,,,,,,,
val,85000,200000,,-1.917584958076477,0.5084301855042577,0.5084301855042577,-1.917584958076477,0.20433017565577757,0.0030604404630958015,4.95000000005,0.0030689517089058428,4.95000000005,0.003278265298122278,4.95000000005,0.0994588030234445,4.95000000005,0.09577605823520571,4.95000000005,0.09945749055012129,4.95000000005,0.918,0.875,0.9772277227722772,0.9232927970065482,0.01285629146920536,0.0173669005947232,0.013337865564031432,0.017652357872362873,0.013748734491769074,0.018291424722988274,0.12252409432572547,0.19404167628448446,0.11922541105687016,0.18461073153665686,0.1253991138660396,0.19147275034469255
train,86000,200000,0.0001,-1.6979340314865112,0.7280809879302979,0.7280809879302979,-1.6979340314865112,0.41373077034950256,0.0031612287275493145,13.0,0.0030763489194214344,13.0,0.003303439589217305,13.0,0.1149996966123581,13.0,0.07769562304019928,13.0,0.11211392283439636,13.0,,,,,,,,,,,,,,,,
train,87000,200000,0.0001,-1.6614420413970947,0.7645730972290039,0.7645730972290039,-1.6614420413970947,0.06997651606798172,0.0022221372928470373,10.0,0.0019271926721557975,10.0,0.0016743869055062532,10.0,0.22210291028022766,10.0,0.22897882759571075,10.0,0.23769116401672363,10.0,,,,,,,,,,,,,,,,
train,88000,200000,0.0001,-1.765841007232666,0.6601741909980774,0.6601741909980774,-1.765841007232666,0.3512769639492035,0.001773115829564631,13.0,0.0035224801395088434,13.0,0.004489030223339796,13.0,0.09309796988964081,13.0,0.09079807251691818,13.0,0.11521656811237335,13.0,,,,,,,,,,,,,,,,
train,89000,200000,0.0001,-1.8395495414733887,0.5864656567573547,0.5864656567573547,-1.8395495414733887,0.18750976026058197,0.0068205175921320915,13.0,0.0090177645906806,13.0,0.005607870873063803,13.0,0.19155748188495636,13.0,0.1016005203127861,13.0,0.08435170352458954,13.0,,,,,,,,,,,,,,,,
train,90000,200000,0.0001,-1.9123214483261108,0.5136936902999878,0.5136936902999878,-1.9123214483261108,0.1954636573791504,0.006084227468818426,9.0,0.00852598249912262,9.0,0.0030539780855178833,9.0,0.14175963401794434,9.0,0.056850988417863846,9.0,0.10195518285036087,9.0,,,,,,,,,,,,,,,,
val,90000,200000,,-1.9159657007455826,0.5100494315288961,0.5100494315288961,-1.9159657007455826,0.20180825011048,0.003579296277021058,4.95000000005,0.002838484572666857,4.95000000005,0.003443017983881873,4.95000000005,0.09961951550329104,4.95000000005,0.09713859177427367,4.95000000005,0.10162227523280308,4.95000000005,0.9185,0.8846503178928247,0.9643564356435643,0.9227854097584083,0.01447633678008887,0.01923171132135891,0.012994798963343856,0.017378437796809858,0.014471601609215894,0.018792951274658385,0.12107016405071876,0.2033159353034156,0.11811398085808814,0.1886310929118723,0.12413580917348765,0.19581340499376548
train,91000,200000,0.0001,-1.7134490013122559,0.7125663161277771,0.7125663161277771,-1.7134490013122559,0.3681354820728302,0.0019988694693893194,18.0,0.0028088230174034834,18.0,0.0019302836153656244,18.0,0.1344655305147171,18.0,0.11387857794761658,18.0,0.08934873342514038,18.0,,,,,,,,,,,,,,,,
train,92000,200000,0.0001,-1.9179762601852417,0.5080389976501465,0.5080389976501465,-1.9179762601852417,0.16904760897159576,0.004277525469660759,12.0,0.004217114765197039,12.0,0.004994760733097792,12.0,0.15174521505832672,12.0,0.0459827184677124,12.0,0.12777404487133026,12.0,,,,,,,,,,,,,,,,
train,93000,200000,0.0001,-1.9169389009475708,0.5090762376785278,0.5090762376785278,-1.9169389009475708,0.2477307766675949,0.004134772811084986,17.0,0.0058258227072656155,17.0,0.004540249705314636,17.0,0.06647089123725891,17.0,0.11277329176664352,17.0,0.06760048866271973,17.0,,,,,,,,,,,,,,,,
train,94000,200000,0.0001,-1.8819141387939453,0.5441009998321533,0.5441009998321533,-1.8819141387939453,0.16932186484336853,0.003394524333998561,18.0,0.004739225842058659,18.0,0.004047478083521128,18.0,0.13303382694721222,18.0,0.09479403495788574,18.0,0.13477005064487457,18.0,,,,,,,,,,,,,,,,
train,95000,200000,0.0001,-1.8640954494476318,0.5619196891784668,0.5619196891784668,-1.8640954494476318,0.3182280659675598,0.004442211240530014,17.0,0.002750250743702054,17.0,0.004537684842944145,17.0,0.0710429698228836,17.0,0.07007890939712524,17.0,0.09083965420722961,17.0,,,,,,,,,,,,,,,,
val,95000,200000,,-1.9098028254508972,0.5162123023835011,0.5162123023835011,-1.9098028254508972,0.20326566502422794,0.003196051231952879,4.95000000005,0.0033562224570050604,4.95000000005,0.0034690606956428384,4.95000000005,0.09782508263277123,4.95000000005,0.0999995366478106,4.95000000005,0.10510068418690935,4.95000000005,0.9195,0.8834688346883469,0.9683168316831683,0.9239489844119037,0.013398427837951617,0.017958405624228915,0.013575730636960479,0.018153530570808,0.014114967065703388,0.018504406760134606,0.1197370003433804,0.18695933390526043,0.12254832577938685,0.19240805786075718,0.129641122946685,0.2257716852042856
train,96000,200000,0.0001,-1.989659070968628,0.43635597825050354,0.43635597825050354,-1.989659070968628,0.06772176921367645,0.0048265908844769,10.0,0.005033658351749182,10.0,0.002802925417199731,10.0,0.1053229570388794,10.0,0.1233118325471878,10.0,0.12733623385429382,10.0,,,,,,,,,,,,,,,,
train,97000,200000,0.0001,-2.1827991008758545,0.24321603775024414,0.24321603775024414,-2.1827991008758545,0.04539169371128082,0.004128842148929834,14.0,0.009856350719928741,14.0,0.0049382159486413,14.0,0.053311824798583984,14.0,0.07112205773591995,14.0,0.054467055946588516,14.0,,,,,,,,,,,,,,,,
train,98000,200000,0.0001,-1.8136489391326904,0.6123661994934082,0.6123661994934082,-1.8136489391326904,0.2584635317325592,0.0020107743330299854,17.0,0.004454153589904308,17.0,0.003096936270594597,17.0,0.10341083258390427,17.0,0.10410962253808975,17.0,0.13682031631469727,17.0,,,,,,,,,,,,,,,,
train,99000,200000,0.0001,-1.9797816276550293,0.4462335407733917,0.4462335407733917,-1.9797816276550293,0.12397771328687668,0.006526439916342497,12.0,0.005566640291363001,12.0,0.0027496598195284605,12.0,0.08484494686126709,12.0,0.1102784276008606,12.0,0.11228968948125839,12.0,,,,,,,,,,,,,,,,
train,100000,200000,0.0001,-2.190643787384033,0.23537129163742065,0.23537129163742065,-2.190643787384033,0.04011121764779091,0.0014591793296858668,13.0,0.0036595193669199944,13.0,0.003378076944500208,13.0,0.06616678833961487,13.0,0.06844265013933182,13.0,0.05215386301279068,13.0,,,,,,,,,,,,,,,,
val,100000,200000,,-1.9042585748434067,0.5217565785348416,0.5217565785348416,-1.9042585748434067,0.19338865102181443,0.0033459565592056607,4.95000000005,0.0034888130476610968,4.95000000005,0.003449759426403034,4.95000000005,0.1018659693482914,4.95000000005,0.11765491527083213,4.95000000005,0.09856251529417932,4.95000000005,0.921,0.8743409490333919,0.9851485148514851,0.9264432029795158,0.01380354304294657,0.018717328852856548,0.013888236105141014,0.018733064236810745,0.013860730639649462,0.018309729821586955,0.12274472372173661,0.2006507976794496,0.1408366397023201,0.2564218769869249,0.12138036424011896,0.19820149164950987
train,101000,200000,0.0001,-1.8007804155349731,0.6252346634864807,0.6252346634864807,-1.8007804155349731,0.28421252965927124,0.0032681096345186234,12.0,0.0062809535302221775,12.0,0.0025148484855890274,12.0,0.10361582040786743,12.0,0.09866949170827866,12.0,0.1266728788614273,12.0,,,,,,,,,,,,,,,,
train,102000,200000,0.0001,-2.049342155456543,0.37667298316955566,0.37667298316955566,-2.049342155456543,0.130325585603714,0.005488771013915539,18.0,0.002051855204626918,18.0,0.0017307874513790011,18.0,0.09129132330417633,18.0,0.0744953528046608,18.0,0.0712893009185791,18.0,,,,,,,,,,,,,,,,
train,103000,200000,0.0001,-2.066671848297119,0.3593434989452362,0.3593434989452362,-2.066671848297119,0.00724361278116703,0.0031695463694632053,20.0,0.004413421265780926,20.0,0.0021086158230900764,20.0,0.12039677798748016,20.0,0.13674476742744446,20.0,0.08526674658060074,20.0,,,,,,,,,,,,,,,,
train,104000,200000,0.0001,-2.1053318977355957,0.3206831216812134,0.3206831216812134,-2.1053318977355957,0.06202186644077301,0.003150718519464135,14.0,0.0026310423854738474,14.0,0.006684080697596073,14.0,0.14429043233394623,14.0,0.06728841364383698,14.0,0.03461659327149391,14.0,,,,,,,,,,,,,,,,
train,105000,200000,0.0001,-1.8886065483093262,0.5374084115028381,0.5374084115028381,-1.8886065483093262,0.2840375304222107,0.008283345028758049,14.0,0.0025153770111501217,14.0,0.007301060017198324,14.0,0.06650901585817337,14.0,0.09433872252702713,14.0,0.07442338764667511,14.0,,,,,,,,,,,,,,,,
val,105000,200000,,-1.8864418122172355,0.5395733326580375,0.5395733326580375,-1.8864418122172355,0.2290853508556029,0.0031888751518857816,4.95000000005,0.003588165556320746,4.95000000005,0.00382351437528996,4.95000000005,0.10568380043143406,4.95000000005,0.09799007743051334,4.95000000005,0.09621354883071036,4.95000000005,0.906,0.8784530386740331,0.9445544554455445,0.9103053435114502,0.01324459934193227,0.017669572760980565,0.014182436130376477,0.01930500535591461,0.014623119555075061,0.01937954219754021,0.1300721682081319,0.22584703994555202,0.12295680719644132,0.20560984832414853,0.1172109714511669,0.17823190190313307
train,106000,200000,0.0001,-1.6628990173339844,0.7631161212921143,0.7631161212921143,-1.6628990173339844,0.4036714434623718,0.00543292798101902,16.0,0.0024229984264820814,16.0,0.00563847366720438,16.0,0.1073274314403534,16.0,0.10428433120250702,16.0,0.13433852791786194,16.0,,,,,,,,,,,,,,,,
train,107000,200000,0.0001,-1.7714955806732178,0.6545195579528809,0.6545195579528809,-1.7714955806732178,0.23520036041736603,0.006910430267453194,12.0,0.003897453425452113,12.0,0.004941464867442846,12.0,0.11683136224746704,12.0,0.10079006105661392,12.0,0.1859484165906906,12.0,,,,,,,,,,,,,,,,
train,108000,200000,0.0001,-2.1787214279174805,0.2472936511039734,0.2472936511039734,-2.1787214279174805,0.024123715236783028,0.0018037102418020368,18.0,0.004007148556411266,18.0,0.003984170034527779,18.0,0.08238624036312103,18.0,0.0718221664428711,18.0,0.05916648358106613,18.0,,,,,,,,,,,,,,,,
train,109000,200000,0.0001,-1.789401650428772,0.6366133689880371,0.6366133689880371,-1.789401650428772,0.38390448689460754,0.003234496107324958,14.0,0.0034005085472017527,14.0,0.006135998759418726,14.0,0.10565567016601562,14.0,0.041823506355285645,14.0,0.09245873242616653,14.0,,,,,,,,,,,,,,,,
train,110000,200000,0.0001,-1.6693788766860962,0.7566361427307129,0.7566361427307129,-1.6693788766860962,0.4249853491783142,0.0026445668190717697,16.0,0.005455757491290569,16.0,0.004364663735032082,16.0,0.10983849316835403,16.0,0.09309348464012146,16.0,0.1162538230419159,16.0,,,,,,,,,,,,,,,,
val,110000,200000,,-1.921240772008896,0.504774366475176,0.504774366475176,-1.921240772008896,0.20443511636345646,0.002863909626066743,4.95000000005,0.002966596653477609,4.95000000005,0.0030287054422024084,4.95000000005,0.0978087807027623,4.95000000005,0.09631259222514928,4.95000000005,0.0973586648365017,4.95000000005,0.9135,0.8674275680421423,0.9782178217821782,0.9194974406700791,0.012931296777337639,0.01741083496507443,0.012749593378975988,0.017465754969093406,0.013435066634826739,0.017821548866192635,0.12035512410179533,0.1917885776162081,0.12085006742766409,0.19144286115484738,0.12057626947309032,0.196532160617814
train,111000,200000,0.0001,-1.967994213104248,0.45802104473114014,0.45802104473114014,-1.967994213104248,0.18438820540905,0.002376605523750186,21.0,0.003072781953960657,21.0,0.004873169120401144,21.0,0.09211545437574387,21.0,0.09607022255659103,21.0,0.075124591588974,21.0,,,,,,,,,,,,,,,,
train,112000,200000,0.0001,-2.0653953552246094,0.36062005162239075,0.36062005162239075,-2.0653953552246094,0.058317940682172775,0.00642144400626421,13.0,0.0020535127259790897,13.0,0.002327556721866131,13.0,0.09219185262918472,13.0,0.12054813653230667,13.0,0.07875960320234299,13.0,,,,,,,,,,,,,,,,
train,113000,200000,0.0001,-1.735649824142456,0.6903653144836426,0.6903653144836426,-1.735649824142456,0.3006909191608429,0.004888404626399279,13.0,0.002872098470106721,13.0,0.0011521331034600735,13.0,0.17471863329410553,13.0,0.14228571951389313,13.0,0.06375742703676224,13.0,,,,,,,,,,,,,,,,
train,114000,200000,0.0001,-1.7079049348831177,0.7181102633476257,0.7181102633476257,-1.7079049348831177,0.2869786024093628,0.002786109922453761,15.0,0.001191873219795525,15.0,0.003679096233099699,15.0,0.14851219952106476,15.0,0.14140917360782623,15.0,0.13355319201946259,15.0,,,,,,,,,,,,,,,,
train,115000,200000,0.0001,-1.909468650817871,0.516546368598938,0.516546368598938,-1.909468650817871,0.26850396394729614,0.001249512773938477,12.0,0.0019420086173340678,12.0,0.009046179242432117,12.0,0.08548053354024887,12.0,0.06160254403948784,12.0,0.08872166275978088,12.0,,,,,,,,,,,,,,,,
val,115000,200000,,-1.9198584133386611,0.5061567244958133,0.5061567244958133,-1.9198584133386611,0.20159327415341977,0.0028295199093554403,4.95000000005,0.003049325422380207,4.95000000005,0.0030766334529107554,4.95000000005,0.09990286977263167,4.95000000005,0.09616295091807842,4.95000000005,0.0995421491318848,4.95000000005,0.9145,0.8651000870322019,0.9841584158415841,0.9207966651227419,0.012891606105529148,0.01703950435099737,0.013383760988345426,0.01810966518175836,0.013676704346870232,0.017766022606173132,0.12116314437089845,0.19091757101149742,0.1187780967979419,0.19896939240613973,0.12047105154605826,0.20473635429806789
train,116000,200000,0.0001,-1.9750733375549316,0.45094189047813416,0.45094189047813416,-1.9750733375549316,0.03559273108839989,0.0028786768671125174,13.0,0.002117251744493842,13.0,0.003264858154579997,13.0,0.10303822159767151,13.0,0.2034716010093689,13.0,0.10057854652404785,13.0,,,,,,,,,,,,,,,,
train,117000,200000,0.0001,-1.8211408853530884,0.6048741340637207,0.6048741340637207,-1.8211408853530884,0.2702322006225586,0.0017756283050403,11.0,0.0011629502987489104,11.0,0.0023786677047610283,11.0,0.14663013815879822,11.0,0.0580868162214756,11.0,0.12460775673389435,11.0,,,,,,,,,,,,,,,,
train,118000,200000,0.0001,-1.8437622785568237,0.5822528600692749,0.5822528600692749,-1.8437622785568237,0.1713428497314453,0.0030238579493016005,17.0,0.0019043810898438096,17.0,0.004668574780225754,17.0,0.127154141664505,17.0,0.14525163173675537,17.0,0.12890742719173431,17.0,,,,,,,,,,,,,,,,
train,119000,200000,0.0001,-1.674007773399353,0.7520073652267456,0.7520073652267456,-1.674007773399353,0.3948221504688263,0.003228073474019766,16.0,0.003091846825554967,16.0,0.004578320775181055,16.0,0.10486921668052673,16.0,0.12196084856987,16.0,0.11945686489343643,16.0,,,,,,,,,,,,,,,,
train,120000,200000,0.0001,-1.8964660167694092,0.5295491814613342,0.5295491814613342,-1.8964660167694092,0.039510052651166916,0.004205915145576,15.0,0.003252140013501048,15.0,0.0035701345186680555,15.0,0.17217817902565002,15.0,0.1302962601184845,15.0,0.17653650045394897,15.0,,,,,,,,,,,,,,,,
val,120000,200000,,-1.9185895889997482,0.5074255539104342,0.5074255539104342,-1.9185895889997482,0.19249228090280668,0.0029865313917252934,4.95000000005,0.0032428719834024376,4.95000000005,0.003086261623957398,4.95000000005,0.09448421209817752,4.95000000005,0.10517984552076086,4.95000000005,0.10595355115947314,4.95000000005,0.925,0.8873873873873874,0.9752475247524752,0.929245283018868,0.013305911269377578,0.017125387622580868,0.01324595976479803,0.017687898608272398,0.013515000712747376,0.017627588418217998,0.11370378477555333,0.1686794200000791,0.12477343978002818,0.206363353333217,0.12584461263484426,0.22032215148846718
train,121000,200000,0.0001,-1.8453266620635986,0.5806885957717896,0.5806885957717896,-1.8453266620635986,0.2316318154335022,0.0029394845478236675,15.0,0.0031216919887810946,15.0,0.00604691868647933,15.0,0.11563138663768768,15.0,0.07613106817007065,15.0,0.14518623054027557,15.0,,,,,,,,,,,,,,,,
train,122000,200000,0.0001,-1.7735724449157715,0.6524426937103271,0.6524426937103271,-1.7735724449157715,0.3185308575630188,0.003067141165956855,14.0,0.002706377301365137,14.0,0.00260736676864326,14.0,0.08781055361032486,14.0,0.10842668265104294,14.0,0.1292937695980072,14.0,,,,,,,,,,,,,,,,
train,123000,200000,0.0001,-1.7738620042800903,0.6521531939506531,0.6521531939506531,-1.7738620042800903,0.3666003346443176,0.004740147385746241,14.0,0.0036234555300325155,14.0,0.0071766856126487255,14.0,0.08753200620412827,14.0,0.13793638348579407,14.0,0.04454413801431656,14.0,,,,,,,,,,,,,,,,
train,124000,200000,0.0001,-1.982305645942688,0.4437095522880554,0.4437095522880554,-1.982305645942688,0.2431388944387436,0.0032139259856194258,18.0,0.0034820479340851307,18.0,0.0028862482868134975,18.0,0.07665781676769257,18.0,0.054885994642972946,18.0,0.05944468080997467,18.0,,,,,,,,,,,,,,,,
train,125000,200000,0.0001,-2.081723690032959,0.3442915081977844,0.3442915081977844,-2.081723690032959,0.007958869449794292,0.0029957261867821217,16.0,0.004872865043580532,16.0,0.002285925205796957,16.0,0.14275699853897095,16.0,0.05041611194610596,16.0,0.13300499320030212,16.0,,,,,,,,,,,,,,,,
val,125000,200000,,-1.910548758804798,0.5154663690074812,0.5154663690074812,-1.910548758804798,0.22663421978490078,0.0025582376085912985,4.95000000005,0.002752579773780326,4.95000000005,0.002926498078190889,4.95000000005,0.08930131023284048,4.95000000005,0.09409420343613135,4.95000000005,0.09719931924482808,4.95000000005,0.9095,0.8724168912848158,0.9613861386138614,0.9147432878002826,0.01200424871652039,0.015986058244810385,0.012411617072336753,0.016933234283331537,0.013127182627736468,0.017297370089466767,0.11250664241837732,0.18144089447228226,0.11619380907734123,0.20222348272167942,0.11967943122215344,0.2010779159898491
train,126000,200000,0.0001,-1.9577338695526123,0.46828126907348633,0.46828126907348633,-1.9577338695526123,0.1856231987476349,0.001952325808815658,15.0,0.0045387656427919865,15.0,0.005726521369069815,15.0,0.09920935332775116,15.0,0.0935138538479805,15.0,0.07771725952625275,15.0,,,,,,,,,,,,,,,,
