phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/g_red,loss/g_margin,loss/g_self,loss/g_selfpass,loss/g_lim,loss/g_rot,loss/g_man,loss/g_iso,loss/g_sigma,mask/g_red_den,mask/g_margin_den,mask/g_self_den,mask/g_selfpass_den,mask/g_lim_den,mask/g_rot_den,mask/g_man_den,mask/g_iso_den,mask/g_sigma_den,ws_acc,ws_precision,ws_recall,ws_f1,g_red_mae,g_red_rmse,g_margin_mae,g_margin_rmse,g_self_mae,g_self_rmse,g_selfpass_mae,g_selfpass_rmse,g_lim_mae,g_lim_rmse,g_rot_mae,g_rot_rmse,g_man_mae,g_man_rmse,g_iso_mae,g_iso_rmse,g_sigma_mae,g_sigma_rmse
train,45900,50000,0.0001,-3.3829095363616943,0.08282635360956192,0.08282635360956192,-3.3829095363616943,0.007358207367360592,0.006741119083017111,0.03171888738870621,7.448384712915868e-05,0.00021291249140631407,0.009130322374403477,0.01248815655708313,3.8593087083427235e-05,0.0010628484888002276,0.01400082278996706,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,
train,46000,50000,0.0001,-3.252448558807373,0.21328704059123993,0.21328704059123993,-3.252448558807373,0.01720397360622883,0.052968982607126236,0.04727611690759659,0.0159160066395998,9.595595429345849e-09,0.01843511499464512,0.05392219126224518,0.0010442062048241496,0.0009822609135881066,0.005538186989724636,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
val,46000,50000,,-2.9267789202928545,0.5389569871127605,0.5389569871127605,,,,,,,,,,,,,,,,,,,,,0.9515,0.9720149253731343,0.9678018575851394,0.9699038163201985,0.09906721176008691,0.13278171865142843,0.10616601953750056,0.15493289031604818,0.08747495195075823,0.17812886337727665,0.002121274943691289,0.037564625977217346,0.05549140031861816,0.07154571629045951,0.10137073986762818,0.1413491239520001,0.010375767717305168,0.016236867241663705,0.01964987840953257,0.036265740994412037,0.04441776038507928,0.06399236681341276
train,46100,50000,0.0001,-3.3305723667144775,0.13516366481781006,0.13516366481781006,-3.3305723667144775,0.04169977828860283,0.01962483860552311,0.037214770913124084,3.414135562707088e-06,1.1590083559553932e-08,0.012994896620512009,0.009839451871812344,2.07176199182868e-05,0.0004027725080959499,0.013363009318709373,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,46200,50000,0.0001,-3.360637664794922,0.10509838908910751,0.10509838908910751,-3.360637664794922,0.01977631449699402,0.02017521671950817,0.01951269432902336,3.5690245567820966e-05,1.43810120789567e-06,0.013183399103581905,0.021470919251441956,3.482885949779302e-05,0.000505233823787421,0.010402646847069263,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,46300,50000,0.0001,-3.311901569366455,0.15383434295654297,0.15383434295654297,-3.311901569366455,0.05901484191417694,0.025764605030417442,0.019847257062792778,0.004384146071970463,9.685010837756636e-08,0.012027970515191555,0.029339982196688652,0.0007264402811415493,0.00038315431447699666,0.0023458516225218773,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,46400,50000,0.0001,-3.253253221511841,0.21248258650302887,0.21248258650302887,-3.253253221511841,0.07855800539255142,0.04084883630275726,0.033981937915086746,0.000439250172348693,7.70750739320647e-06,0.020215274766087532,0.02397284284234047,0.00011372593144187704,0.0004345968773122877,0.013910412788391113,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,46500,50000,0.0001,-3.319575309753418,0.14616034924983978,0.14616034924983978,-3.319575309753418,0.01603507064282894,0.03206373751163483,0.043841902166604996,0.00017464504344388843,0.00011618818825809285,0.017962820827960968,0.020188679918646812,1.8617065506987274e-05,0.00048581379815004766,0.015272889286279678,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,46500,50000,,-2.9080545079708098,0.5576814226806164,0.5576814226806164,,,,,,,,,,,,,,,,,,,,,0.948,0.9672232529375386,0.968421052631579,0.9678217821782178,0.10018536088636416,0.13728216826128195,0.114564047195594,0.16361547790646894,0.0890634210117092,0.18801270543840395,0.002167019386409606,0.03261935017980949,0.052330231094507976,0.06786834599526319,0.10103965796553313,0.14570043623593057,0.010522061042291553,0.016281028147295006,0.01949658514037959,0.03674959321993097,0.04385244300121863,0.06368152107532125
train,46600,50000,0.0001,-3.337502956390381,0.12823283672332764,0.12823283672332764,-3.337502956390381,0.005028202664107084,0.02783784456551075,0.04043811932206154,0.00011388250277377665,0.00010491313150851056,0.013407235965132713,0.024559583514928818,6.187114195199683e-05,0.0002733001601882279,0.01640789955854416,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,46700,50000,0.0001,-3.225346803665161,0.24038919806480408,0.24038919806480408,-3.225346803665161,0.05605627968907356,0.03023402765393257,0.05851159989833832,0.007410184480249882,0.009904409758746624,0.022708147764205933,0.037730421870946884,7.23566918168217e-05,0.011013827286660671,0.006747927982360125,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,46800,50000,0.0001,-3.235595703125,0.2301403135061264,0.2301403135061264,-3.235595703125,0.09727294743061066,0.02810252271592617,0.045111075043678284,4.366962821222842e-05,1.2383878811306204e-06,0.018072396516799927,0.028324974700808525,7.17279253876768e-05,0.00035783101338893175,0.012781912460923195,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,46900,50000,0.0001,-3.228271722793579,0.23746417462825775,0.23746417462825775,-3.228271722793579,0.1445944905281067,0.02197437360882759,0.011270562186837196,5.219046215643175e-05,1.6169767036444682e-07,0.008647436276078224,0.029997151345014572,6.330791802611202e-05,0.0006162998033687472,0.02024819515645504,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,47000,50000,0.0001,-3.194793939590454,0.27094191312789917,0.27094191312789917,-3.194793939590454,0.0837472453713417,0.053302228450775146,0.04982387647032738,0.0001275348331546411,3.291856742748678e-08,0.025761552155017853,0.05046220123767853,0.001343146781437099,0.0007237077807076275,0.005650385748594999,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,47000,50000,,-2.9383725541830064,0.5273633494228125,0.5273633494228125,,,,,,,,,,,,,,,,,,,,,0.9625,0.9735547355473555,0.9801857585139319,0.9768589941376119,0.09956669438365075,0.13795735741139906,0.10735102967581144,0.16267815417765166,0.10904337108688827,0.22031840744606157,0.0018327914893442633,0.023636575756886095,0.05497131214791407,0.0712909528979628,0.09947184334183255,0.14087101062423005,0.011002455337474775,0.016534423031142324,0.018855454589329638,0.031676088826229604,0.04439068624847814,0.06308412480477944
train,47100,50000,0.0001,-3.3691554069519043,0.09658046066761017,0.09658046066761017,-3.3691554069519043,0.0008855594205670059,0.024016201496124268,0.014330168254673481,0.0006528779631480575,1.8519820343954052e-08,0.011762910522520542,0.030985170975327492,0.001260736957192421,0.0008808471611700952,0.011805972084403038,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,47200,50000,0.0001,-3.234342336654663,0.23139363527297974,0.23139363527297974,-3.234342336654663,0.047535378485918045,0.03873080387711525,0.03593176603317261,0.025028768926858902,2.1217498158421222e-07,0.01745552010834217,0.05067991465330124,0.0016704139998182654,0.0013893286231905222,0.012971526011824608,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,47300,50000,0.0001,-3.2756354808807373,0.1901003122329712,0.1901003122329712,-3.2756354808807373,0.062079764902591705,0.04775289073586464,0.009100683033466339,0.010359617881476879,4.450183723747614e-07,0.010610770434141159,0.04634292051196098,0.0009279202204197645,0.000807452539447695,0.0021178245078772306,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,47400,50000,0.0001,-3.159174680709839,0.3065614104270935,0.3065614104270935,-3.159174680709839,0.16938549280166626,0.020962560549378395,0.041766632348299026,0.005973134655505419,1.2335094368154387e-07,0.020894914865493774,0.03683346137404442,0.0001959054498001933,0.007020024582743645,0.003529176115989685,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,47500,50000,0.0001,-3.344428539276123,0.12130746245384216,0.12130746245384216,-3.344428539276123,0.011800832115113735,0.022698329761624336,0.04221824184060097,0.0036935145035386086,0.0002302122738910839,0.0076881046406924725,0.01770438812673092,1.9137120034429245e-05,0.0006386835593730211,0.014616004191339016,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
val,47500,50000,,-2.914344822764397,0.5513910992443561,0.5513910992443561,,,,,,,,,,,,,,,,,,,,,0.944,0.9636027143738433,0.9671826625386997,0.965389369592089,0.09824341930472076,0.13771514237962315,0.10541635788631144,0.1589542835653436,0.08855282714123328,0.1944984988529823,0.0007654661364599648,0.011243669951345594,0.05162189781850336,0.06763016160746785,0.09819974990175236,0.14103732824248655,0.010783052179766328,0.016756512309620736,0.020222444979952583,0.03807754855076924,0.04613627511834951,0.06857162263998531
train,47600,50000,0.0001,-3.349285840988159,0.11645005643367767,0.11645005643367767,-3.349285840988159,0.0017574310768395662,0.019466621801257133,0.014485807158052921,0.030136143788695335,0.012671403586864471,0.01065840758383274,0.0193719994276762,3.226658373023383e-05,0.00022495326993521303,0.007645017467439175,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,47700,50000,0.0001,-3.320906400680542,0.1448294073343277,0.1448294073343277,-3.320906400680542,0.025505615398287773,0.02497805841267109,0.03250599652528763,0.00036322444793768227,0.0007804885390214622,0.019805951043963432,0.013744273222982883,8.125036401906982e-05,0.0008640593150630593,0.026200495660305023,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,47800,50000,0.0001,-3.3450353145599365,0.12070062756538391,0.12070062756538391,-3.3450353145599365,0.018658822402358055,0.03467302396893501,0.017970634624361992,0.007244241889566183,9.454506653128192e-07,0.00853055901825428,0.024499859660863876,0.0006147471140138805,0.0006096777506172657,0.007898105308413506,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,47900,50000,0.0001,-3.2907326221466064,0.175003319978714,0.175003319978714,-3.2907326221466064,0.07709498703479767,0.029159611091017723,0.0257461778819561,8.741450983507093e-06,3.207635757007665e-08,0.008675381541252136,0.02018621750175953,3.392914368305355e-05,0.0009392602951265872,0.013158983550965786,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,48000,50000,0.0001,-3.390540361404419,0.07519543170928955,0.07519543170928955,-3.390540361404419,0.0006202657241374254,0.012616412714123726,0.006101574748754501,0.007402051705867052,0.005756124388426542,0.013410456478595734,0.018790684640407562,1.5448047633981332e-05,0.0002518313704058528,0.010230587795376778,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
val,48000,50000,,-2.913410093188286,0.552325828447938,0.552325828447938,,,,,,,,,,,,,,,,,,,,,0.9565,0.9692874692874693,0.9770897832817338,0.9731729879740981,0.10063924985957957,0.14147771216290966,0.10849172327171538,0.16137917308851232,0.09342547538848853,0.20215912512640766,0.0016968062049464176,0.022609190220724093,0.05679139461679724,0.07506373918033603,0.10025406586404187,0.1398912535611055,0.012260475859691852,0.019696393763172323,0.020478738949348683,0.03587523943239268,0.04472107443462584,0.06358564304734174
train,48100,50000,0.0001,-3.331831216812134,0.13390502333641052,0.13390502333641052,-3.331831216812134,0.0024555616546422243,0.021713418886065483,0.013409405946731567,0.0132004264742136,3.079496309510432e-06,0.015352124348282814,0.05155881494283676,6.584816583199427e-05,0.007675491739064455,0.00847084540873766,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,48200,50000,0.0001,-3.1724166870117188,0.2933194041252136,0.2933194041252136,-3.1724166870117188,0.1647641956806183,0.03751790523529053,0.01642279140651226,0.008077061735093594,3.294606358394958e-06,0.01145780086517334,0.05228035897016525,0.0003607581602409482,0.0006741139222867787,0.0017610989743843675,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,48300,50000,0.0001,-3.2295122146606445,0.2362235188484192,0.2362235188484192,-3.2295122146606445,0.11647965013980865,0.01976940408349037,0.032853592187166214,0.0018476941622793674,1.8149030438507907e-06,0.02661900594830513,0.02544986829161644,3.135820588795468e-05,0.008100791834294796,0.005070350598543882,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,48400,50000,0.0001,-3.2107045650482178,0.25503093004226685,0.25503093004226685,-3.2107045650482178,0.03219962865114212,0.030258961021900177,0.06324081122875214,0.016569841653108597,8.944658702603192e-08,0.01138710044324398,0.08851680159568787,0.001166580943390727,0.0009373633074574172,0.010753779672086239,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,48500,50000,0.0001,-3.331360340118408,0.13437557220458984,0.13437557220458984,-3.331360340118408,0.013284938409924507,0.019595038145780563,0.032399918884038925,0.0022582379169762135,4.7083217395993415e-06,0.02030985802412033,0.031047802418470383,0.00011969605839112774,0.006915710400789976,0.008439662866294384,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
val,48500,50000,,-2.9976312953233717,0.46810462169349193,0.46810462169349193,,,,,,,,,,,,,,,,,,,,,0.964,0.9783013019218847,0.9770897832817338,0.9776951672862453,0.09753778108133251,0.13530834382122905,0.10917987303099028,0.16194306370242392,0.07098740634534381,0.14634398083627653,0.0018298039864460382,0.028929578017057072,0.05312589729902545,0.07138609557562332,0.09619897572156445,0.13693410011667193,0.010640433503908824,0.01691473413611108,0.0200610468423588,0.035366570007352674,0.04408909949724888,0.06554345623729603
train,48600,50000,0.0001,-3.235410451889038,0.23032552003860474,0.23032552003860474,-3.235410451889038,0.02894905023276806,0.05680006369948387,0.04315127432346344,0.0007439300534315407,3.23174198513243e-08,0.013525995425879955,0.07466427981853485,0.002599830739200115,0.00058937375433743,0.00930171087384224,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,48700,50000,0.0001,-3.3190102577209473,0.14672577381134033,0.14672577381134033,-3.3190102577209473,0.019913000985980034,0.05086841434240341,0.01588568650186062,3.9499278500443324e-05,2.0485933305280923e-07,0.012052411213517189,0.03551416099071503,9.343799320049584e-05,0.0005152449011802673,0.011843713000416756,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,48800,50000,0.0001,-3.146737813949585,0.31899815797805786,0.31899815797805786,-3.146737813949585,0.08377299457788467,0.04083520546555519,0.06714875251054764,0.03895549848675728,2.791585416161979e-07,0.041374243795871735,0.023204652592539787,8.94923068699427e-05,0.011399900540709496,0.012217143550515175,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,48900,50000,0.0001,-3.1995670795440674,0.26616889238357544,0.26616889238357544,-3.1995670795440674,0.10274093598127365,0.04152325168251991,0.060201797634363174,2.6018098651547916e-05,4.922977225874092e-08,0.017193341627717018,0.025348203256726265,0.0001194892029161565,0.0008869845769368112,0.018128814175724983,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,49000,50000,0.0001,-3.2950806617736816,0.17065507173538208,0.17065507173538208,-3.2950806617736816,0.050508782267570496,0.031893130391836166,0.01842944696545601,3.91871617466677e-05,1.2707806718026404e-07,0.023945335298776627,0.01432704832404852,6.003234739182517e-05,0.0015814603539183736,0.029870502650737762,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,49000,50000,,-2.9596880745887755,0.5060478346422315,0.5060478346422315,,,,,,,,,,,,,,,,,,,,,0.9565,0.9786967418546366,0.9671826625386997,0.9729056368732482,0.0966069539357265,0.1346798889343967,0.10634476291505914,0.16411606842868584,0.09451040424429595,0.19320891802642753,0.002226579558369545,0.03302515166165833,0.05448953112581566,0.07149523142590337,0.0957735565493904,0.13777725586012776,0.011604060362678472,0.01850244185955963,0.0185475834867349,0.03331300286534202,0.04555302872192749,0.06560566773852122
train,49100,50000,0.0001,-3.261016607284546,0.20471929013729095,0.20471929013729095,-3.261016607284546,0.050848349928855896,0.03635340929031372,0.04015477001667023,2.094587898682221e-06,1.4473329201791785e-08,0.013984429650008678,0.030659951269626617,0.0003738120140042156,0.0011499873362481594,0.031192464753985405,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,49200,50000,0.0001,-3.3223068714141846,0.14342907071113586,0.14342907071113586,-3.3223068714141846,0.001096035004593432,0.03634212538599968,0.014885148964822292,0.0005154123064130545,1.0792752647148518e-07,0.008714168332517147,0.06217178329825401,0.0016712265787646174,0.0005084776785224676,0.017524590715765953,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,49300,50000,0.0001,-3.3135712146759033,0.15216459333896637,0.15216459333896637,-3.3135712146759033,0.04934336245059967,0.016901938244700432,0.01772933267056942,0.0020057230722159147,0.007543871644884348,0.02080942504107952,0.02255583554506302,9.711639722809196e-05,0.008189700543880463,0.006988308392465115,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
train,49400,50000,0.0001,-3.329284191131592,0.13645152747631073,0.13645152747631073,-3.329284191131592,0.023246068507432938,0.03051203303039074,0.013646414503455162,0.0034421521704643965,5.928232127416777e-08,0.009557952173054218,0.035353634506464005,0.0014672604156658053,0.0006544499774463475,0.018571503460407257,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,49500,50000,0.0001,-3.2819809913635254,0.18375489115715027,0.18375489115715027,-3.2819809913635254,0.06989561766386032,0.03040234185755253,0.03153739497065544,2.633819121911074e-06,2.7816811964953558e-08,0.010669278912246227,0.014523457735776901,0.00015816713857930154,0.0009941237512975931,0.025571836158633232,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,49500,50000,,-2.9617630475759507,0.5039728642255068,0.5039728642255068,,,,,,,,,,,,,,,,,,,,,0.9605,0.9830188679245283,0.9678018575851394,0.9753510140405617,0.10140373230718606,0.14047940995992259,0.11120283957974461,0.1668379827807905,0.07407355686828448,0.15726847877695488,0.0020884947880133757,0.030210931788472877,0.05344121039098261,0.06888742323534042,0.0996208095421363,0.14062045435332396,0.011552188362084307,0.018005985053175556,0.01980612450293712,0.03370461126628622,0.049153800391744905,0.07129534862379784
train,49600,50000,0.0001,-3.196755886077881,0.2689797878265381,0.2689797878265381,-3.196755886077881,0.14799094200134277,0.03457021713256836,0.03836394101381302,0.00020021124510094523,4.899633495369926e-05,0.014434603042900562,0.01925823651254177,5.463208071887493e-05,0.000590793788433075,0.013467217795550823,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,49700,50000,0.0001,-3.372804880142212,0.0929311141371727,0.0929311141371727,-3.372804880142212,0.03093850426375866,0.016797758638858795,0.01291272509843111,0.0014514914946630597,0.00011180859291926026,0.008088137023150921,0.013833403587341309,2.2971536964178085e-05,0.0003346630255691707,0.008439650759100914,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,
train,49800,50000,0.0001,-3.0808358192443848,0.38490018248558044,0.38490018248558044,-3.0808358192443848,0.16156478226184845,0.03794030100107193,0.06653621792793274,0.03242870047688484,4.606036085874621e-08,0.02261439897119999,0.04936067759990692,0.00010698688856791705,0.007145645096898079,0.0072024064138531685,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
